DayofMonth,DayOfWeek,DepTime,CRSDepTime,UniqueCarrier,FlightNum,TailNum,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,ArrDelay
8,2,1102,1105,WN,236,N209WN,-3,PHX,BWI,1999,4,8,-24
5,6,1245,1245,WN,792,N763SW,0,MDW,PHL,668,5,7,-22
8,2,1614,1615,WN,166,N780SW,-1,RDU,MDW,632,6,6,-17
6,7,1359,1400,WN,3082,N672SW,-1,MCO,BNA,616,5,8,-14
8,2,806,810,WN,260,N348SW,-4,BNA,FLL,793,3,8,-14
8,2,955,955,WN,1392,N713SW,0,HOU,BNA,670,4,7,-10
9,3,932,935,WN,3748,N680AA,-3,DAL,ELP,562,2,9,-6
6,7,1115,1115,WN,16,N390SW,0,DAL,TUL,237,2,11,-4
3,4,1040,1040,WN,3689,N737JW,0,SMF,SNA,404,4,7,-4
3,4,1930,1920,WN,3134,N355SW,10,MCO,MSY,550,7,12,-1
3,4,1118,1040,WN,32,N370SW,38,PHL,HOU,1335,3,11,0
6,7,1816,1815,WN,3831,N391SW,1,MDW,PVD,842,6,14,3
4,5,1020,1015,WN,1597,N403WN,5,SAN,SFO,447,5,7,4
8,2,759,800,WN,5,N611SW,-1,DAL,HOU,239,4,12,5
9,3,1717,1710,WN,2192,N689SW,7,LAS,ELP,584,5,19,11
8,2,1756,1740,WN,559,N502SW,16,LAS,PHX,256,6,13,14
8,2,1721,1725,WN,2449,N267WN,-4,BDL,MDW,777,5,14,14
3,4,1124,1100,WN,2121,N632SW,24,SMF,PDX,479,3,13,20
4,5,1344,1315,WN,2709,N201LV,29,SMF,SNA,404,4,9,30
3,4,1147,1100,WN,2382,N404WN,47,LAS,LBB,775,4,20,41
3,4,1723,1640,WN,641,N626SW,43,SLC,LAS,368,8,10,42
8,2,1831,1745,WN,555,N514SW,46,LBB,AUS,341,3,9,46
4,5,1552,1410,WN,510,N795SW,102,DAL,AMA,324,5,10,102
5,6,1920,1640,WN,3589,N405WN,160,BOI,GEG,287,3,6,150
9,3,2118,2120,WN,3154,N416WN,-2,HOU,PHX,1020,4,4,-16
8,2,1927,1930,WN,2794,N263WN,-3,LAS,MDW,1521,5,10,-16
6,7,827,830,WN,769,N242WN,-3,SLC,PHX,507,5,7,-12
9,3,916,920,WN,3676,N505SW,-4,BNA,MDW,395,4,11,-8
9,3,1108,1110,WN,503,N411WN,-2,BUF,BWI,281,4,9,-8
5,6,701,700,WN,293,N217JC,1,RNO,SEA,564,7,13,-4
5,6,738,740,WN,1028,N693SW,-2,AUS,LBB,341,3,9,-4
3,4,809,810,WN,70,N367SW,-1,SEA,SLC,689,2,17,-2
8,2,752,750,WN,790,N750SA,2,SLC,LAS,368,3,16,-2
4,5,658,700,WN,555,N333SW,-2,SAT,MDW,1036,5,12,-1
8,2,730,730,WN,631,N252WN,0,MDW,STL,251,4,7,0
7,1,1230,1230,WN,25,N357SW,0,DAL,HOU,239,4,7,1
4,5,859,900,WN,12,N631SW,-1,HOU,DAL,239,5,7,2
4,5,1305,1300,WN,208,N285WN,5,MDW,BWI,611,4,10,3
7,1,822,825,WN,2969,N631SW,-3,ELP,LAX,714,6,15,7
4,5,1621,1615,WN,340,N645SW,6,PHX,LAS,256,8,17,12
4,5,1339,1315,WN,706,N799SW,24,LAS,DEN,629,7,11,13
7,1,659,700,WN,2206,N203WN,-1,RDU,PHL,336,7,21,18
8,2,1242,1215,WN,1586,N744SW,27,BUR,SMF,358,4,8,27
7,1,1342,1305,WN,1156,N338SW,37,SAN,ELP,636,3,11,28
6,7,2229,2050,WN,708,N704SW,99,LAS,SAN,258,5,12,119
5,6,1945,1945,WN,114,N397SW,0,SAN,PHX,304,3,9,-16
8,2,1021,1020,WN,68,N325SW,1,CMH,MDW,284,5,6,-9
8,2,2038,2040,WN,428,N315SW,-2,OAK,LAS,407,4,13,-9
4,5,730,730,WN,348,N361SW,0,ELP,SAT,496,3,11,-3
7,1,935,930,WN,896,N277WN,5,BWI,PVD,328,5,7,-1
4,5,1945,1940,WN,2555,N224WN,5,BNA,CLE,448,4,7,0
4,5,713,715,WN,903,N902WN,-2,SAT,BWI,1407,3,14,3
6,7,632,630,WN,98,N325SW,2,GEG,SEA,224,5,25,15
6,7,1640,1615,WN,1079,N728SW,25,AMA,DAL,324,2,7,21
3,4,1912,1850,WN,390,N655WN,22,SEA,SJC,697,3,13,24
3,4,1950,1840,WN,582,N629SW,70,PDX,OAK,543,5,7,65
6,7,1833,1835,WN,3046,N363SW,-2,RDU,MCO,534,6,6,-22
9,3,1558,1600,WN,2380,N482WN,-2,BNA,SEA,1977,5,7,-19
7,1,1530,1535,WN,572,N741SA,-5,BWI,SAT,1407,3,13,-18
7,1,1244,1245,WN,792,N736SA,-1,MDW,PHL,668,4,8,-17
7,1,1302,1305,WN,300,N225WN,-3,LAS,SNA,226,4,10,-12
4,5,929,930,WN,2361,N649SW,-1,MCO,PIT,834,2,11,-9
7,1,1052,1050,WN,97,N778SW,2,CLE,MDW,307,4,8,-9
9,3,948,950,WN,889,N424WN,-2,BWI,MHT,377,4,10,-9
9,3,1433,1435,WN,872,N771SA,-2,LAS,ONT,197,5,12,-7
3,4,639,640,WN,3077,N435WN,-1,SAN,SFO,447,4,24,-2
8,2,1121,1120,WN,1002,N707SA,1,SLC,RNO,422,6,16,3
7,1,1145,1145,WN,2176,N525SW,0,SAT,HOU,192,3,8,3
8,2,619,620,WN,979,N648SW,-1,MDW,TPA,997,4,11,3
8,2,802,800,WN,1134,N391SW,2,BWI,ORF,159,4,15,3
6,7,1326,1305,WN,3691,N204WN,21,MHT,BWI,377,5,7,12
3,4,1110,1040,WN,658,N231WN,30,MDW,SEA,1733,4,6,13
3,4,2127,2105,WN,102,N639SW,22,SMF,PDX,479,4,7,16
8,2,1451,1430,WN,3844,N738CB,21,MDW,LAS,1521,4,7,25
8,2,1913,1840,WN,3142,N738CB,33,SJC,LAS,386,14,7,26
8,2,1018,1000,WN,16,N788SA,18,HOU,DAL,239,2,7,27
3,4,1628,1550,WN,2441,N344SW,38,PDX,SJC,569,5,6,44
5,6,1610,1525,WN,232,N776WN,45,LAX,SJC,308,3,7,46
4,5,2341,1955,WN,753,N726SW,226,PHX,LIT,1136,5,8,216
8,2,1649,1650,WN,1679,N614SW,-1,SAT,PHX,843,5,9,-12
7,1,806,805,WN,2976,N551WN,1,MCO,ABQ,1552,5,12,-11
4,5,1107,1105,WN,2703,N413WN,2,SAN,PHX,304,4,10,-8
4,5,2033,2035,WN,3134,N269WN,-2,MSY,DAL,437,2,7,-5
8,2,749,750,WN,363,N353SW,-1,SJC,BUR,296,9,5,-4
6,7,754,755,WN,201,N294WN,-1,HOU,TPA,781,6,15,-4
4,5,1341,1340,WN,899,N216WR,1,BWI,ISP,220,3,10,-3
7,1,1302,1300,WN,27,N512SW,2,DAL,HOU,239,3,5,-2
8,2,1126,1130,WN,3311,N245WN,-4,TPA,ISP,1034,11,10,-1
6,7,1552,1535,WN,360,N477WN,17,TPA,ABQ,1497,4,8,-1
9,3,650,650,WN,2443,N341SW,0,DAL,AUS,189,6,23,11
3,4,1818,1800,WN,802,N902WN,18,SAN,LAS,258,4,9,12
5,6,817,815,WN,236,N708SA,2,LAX,PHX,370,6,29,13
7,1,1348,1320,WN,580,N627SW,28,SJC,SAN,417,2,9,22
3,4,1544,1520,WN,2192,N313SW,24,SMF,LAS,397,4,8,24
7,1,1933,1855,WN,361,N713SW,38,SJC,LAX,308,5,10,27
5,6,1539,1515,WN,2363,N424WN,24,LAS,SAN,258,4,11,32
6,7,2046,2045,WN,3046,N363SW,1,MCO,HOU,848,3,11,-23
7,1,1244,1245,WN,1930,N242WN,-1,MDW,ISP,765,3,7,-13
7,1,1701,1705,WN,201,N792SW,-4,MDW,LAS,1521,7,10,-10
7,1,901,905,WN,23,N614SW,-4,ELP,DAL,562,3,10,-8
3,4,1510,1510,WN,504,N338SW,0,SJC,BUR,296,1,6,-8
3,4,1257,1250,WN,342,N246LV,7,PHX,HOU,1020,4,11,-7
7,1,1152,1145,WN,434,N389SW,7,FLL,PHL,992,3,19,-6
8,2,2000,2005,WN,977,N357SW,-5,DEN,SEA,1024,5,14,-6
8,2,2109,2110,WN,446,N614SW,-1,SMF,LAS,397,7,9,-6
8,2,2051,2035,WN,2294,N433LV,16,MCO,PIT,834,6,7,-4
7,1,2043,2045,WN,54,N679AA,-2,DAL,LBB,293,4,8,0
7,1,1836,1835,WN,419,N295WN,1,BNA,BDL,852,3,11,2
3,4,855,840,WN,876,N212WN,15,SDF,PHX,1506,6,8,2
4,5,1205,1205,WN,1194,N642WN,0,MSY,FLL,673,4,9,3
4,5,907,855,WN,2266,N674AA,12,MHT,BWI,377,2,13,8
3,4,1911,1850,WN,102,N639SW,21,MCI,SMF,1442,5,10,9
8,2,1557,1555,WN,872,N423WN,2,ONT,OAK,361,6,6,11
4,5,1739,1720,WN,966,N369SW,19,PHX,ONT,325,5,5,15
8,2,2144,2120,WN,78,N477WN,24,HOU,MSY,303,4,9,26
6,7,1404,1335,WN,1570,N365SW,29,BWI,BDL,283,3,11,31
5,6,1257,1205,WN,3141,N452WN,52,SLC,PDX,630,2,28,47
6,7,1621,1300,WN,380,N254WN,201,LAS,MCO,2039,3,12,186
8,2,856,900,WN,2640,N732SW,-4,BWI,SDF,495,3,9,-19
4,5,1017,1020,WN,872,N240WN,-3,BWI,MDW,611,6,8,-18
8,2,841,845,WN,1844,N627SW,-4,LAX,RNO,390,3,7,-15
7,1,1227,1230,WN,1171,N243WN,-3,LAS,ABQ,487,4,20,-8
9,3,1718,1715,WN,3505,N769SW,3,BDL,BWI,283,2,6,-8
7,1,1918,1915,WN,1772,N607SW,3,PHL,JAX,742,6,20,-7
5,6,739,740,WN,311,N522SW,-1,HOU,MSY,303,4,8,-6
8,2,748,750,WN,974,N669SW,-2,DAL,STL,546,6,11,-4
4,5,1151,1150,WN,290,N420WN,1,MCI,BNA,491,5,9,-2
4,5,944,945,WN,3431,N779SW,-1,OAK,SEA,671,4,27,-1
7,1,713,710,WN,48,N625SW,3,FLL,BNA,793,4,21,0
6,7,1313,1305,WN,2361,N747SA,8,MDW,STL,251,6,9,5
8,2,2106,2055,WN,3690,N473WN,11,ALB,BWI,288,4,7,7
8,2,1659,1655,WN,3168,N525SW,4,DAL,LIT,296,5,14,7
7,1,1801,1735,WN,3584,N483WN,26,MDW,LAX,1750,13,5,14
6,7,1921,1910,WN,555,N512SW,11,AUS,HOU,148,5,9,16
3,4,647,640,WN,3760,N672SW,7,MDW,IAD,577,5,15,16
3,4,1518,1455,WN,3155,N449WN,23,MCI,LAX,1363,6,11,18
6,7,2057,2045,WN,1145,N472WN,12,MCO,MHT,1142,3,7,18
4,5,1815,1750,WN,2550,N774SW,25,OAK,BUR,325,2,12,24
3,4,1813,1735,WN,54,N643SW,38,JAX,HOU,816,6,12,31
5,6,1522,1345,WN,294,N602SW,97,SAN,ABQ,628,4,36,109
6,7,2122,1935,WN,3135,N388SW,107,TUS,LAS,365,9,6,111
4,5,1623,1300,WN,933,N729SW,203,OAK,PHX,646,5,19,207
6,7,935,935,WN,2524,N478WN,0,ABQ,MDW,1121,4,7,-23
4,5,1433,1435,WN,725,N409WN,-2,PHL,CMH,405,3,14,-20
7,1,602,605,WN,3330,N757LV,-3,OAK,SNA,371,5,17,-9
7,1,1455,1455,WN,354,N448WN,0,LAS,LAX,236,5,13,-5
8,2,753,740,WN,2178,N758SW,13,BUF,TPA,1054,3,8,-5
4,5,911,915,WN,1028,N667SW,-4,LBB,ELP,295,3,7,-5
9,3,1237,1240,WN,419,N297WN,-3,LAS,BNA,1588,7,24,-4
6,7,1049,1050,WN,2465,N782SA,-1,LAS,SEA,866,5,23,-1
7,1,1632,1625,WN,35,N519SW,7,HOU,CRP,187,2,7,0
7,1,1807,1800,WN,882,N773SA,7,BNA,RDU,443,3,13,5
4,5,2118,2105,WN,3585,N756SA,13,SMF,PHX,647,5,8,6
6,7,850,850,WN,755,N339SW,0,BNA,DTW,457,8,11,8
9,3,1717,1700,WN,574,N306SW,17,DAL,ABQ,580,4,7,10
3,4,2205,2135,WN,3927,N459WN,30,MDW,PHL,668,4,10,18
5,6,1819,1810,WN,908,N623SW,9,SMF,LAS,397,21,9,21
4,5,1430,1330,WN,957,N504SW,60,SMF,PDX,479,1,4,39
3,4,2112,1845,WN,1394,N294WN,147,MDW,SAT,1036,3,17,126
8,2,621,625,WN,1069,N385SW,-4,OMA,PHX,1037,4,8,-17
6,7,2002,2010,WN,209,N334SW,-8,BWI,SDF,495,6,14,-16
7,1,1630,1635,WN,461,N751SW,-5,PHL,PIT,267,6,12,-16
7,1,951,950,WN,779,N782SA,1,MCO,FLL,178,4,7,-11
7,1,1101,1110,WN,1402,N662SW,-9,MDW,STL,251,3,13,-10
3,4,926,930,WN,1746,N612SW,-4,IND,BWI,515,3,7,-6
9,3,643,645,WN,425,N661SW,-2,BWI,MCI,967,4,9,-4
8,2,1341,1330,WN,567,N297WN,11,SMF,MDW,1790,5,9,-1
4,5,943,940,WN,3245,N385SW,3,LAX,ABQ,677,5,15,3
7,1,1219,1220,WN,3312,N609SW,-1,JAX,FLL,318,4,8,3
3,4,1119,1115,WN,111,N432WN,4,OAK,ONT,361,3,8,3
8,2,817,820,WN,864,N602SW,-3,LAS,OAK,407,4,12,4
6,7,631,630,WN,1392,N232WN,1,ABQ,HOU,759,3,11,5
6,7,1318,1300,WN,746,N281WN,18,OAK,LAX,337,6,9,9
5,6,941,930,WN,896,N793SA,11,BWI,PVD,328,4,13,10
4,5,1004,1005,WN,1322,N632SW,-1,SEA,SJC,697,5,11,13
4,5,905,905,WN,957,N504SW,0,ABQ,PHX,328,7,13,14
7,1,615,615,WN,491,N347SW,0,OAK,PDX,543,3,20,17
3,4,1555,1525,WN,1027,N230WN,30,LAS,IAD,2066,7,13,22
6,7,2204,2135,WN,261,N343SW,29,MDW,CMH,284,3,12,24
6,7,1556,1540,WN,1179,N325SW,16,SAN,OAK,446,4,10,27
5,6,1622,1530,WN,299,N288WN,52,SAN,SMF,480,5,24,66
5,6,1844,1655,WN,1071,N622SW,109,OAK,SEA,671,4,11,101
3,4,1625,1430,WN,656,N738CB,115,LAX,SFO,337,3,13,118
4,5,2043,1720,WN,796,N761RR,203,RNO,PHX,601,6,18,208
8,2,1327,1325,WN,458,N731SA,2,PIT,PHX,1813,6,8,-16
6,7,1220,1210,WN,867,N743SW,10,ISP,TPA,1034,4,9,-11
6,7,1806,1805,WN,1063,N488WN,1,DEN,OAK,957,3,11,-11
4,5,721,720,WN,420,N452WN,1,MHT,BWI,377,2,11,-11
7,1,1916,1920,WN,875,N770SA,-4,LAS,OMA,1099,5,13,-9
3,4,614,615,WN,1508,N332SW,-1,PHX,HOU,1020,9,8,-9
8,2,1025,1025,WN,3657,N445WN,0,SNA,PHX,338,4,9,-8
5,6,1137,1135,WN,959,N201LV,2,SEA,BNA,1977,5,12,-5
5,6,709,710,WN,358,N794SW,-1,RDU,BWI,255,4,7,-4
8,2,1113,1110,WN,31,N479WN,3,ELP,DAL,562,2,7,-4
6,7,1300,1300,WN,27,N680AA,0,DAL,HOU,239,3,7,-1
5,6,1102,1100,WN,20,N505SW,2,HOU,DAL,239,4,6,0
4,5,1800,1805,WN,172,N263WN,-5,MCO,MDW,989,4,14,0
8,2,1617,1615,WN,2205,N652SW,2,STL,BHM,410,3,8,2
4,5,633,625,WN,3572,N477WN,8,BWI,PHX,1999,5,13,3
9,3,2015,2015,WN,881,N632SW,0,BWI,CLE,314,5,13,4
5,6,632,630,WN,667,N356SW,2,LAS,OAK,407,4,9,8
6,7,1030,1015,WN,1597,N206WN,15,SAN,SFO,447,7,8,11
4,5,2111,2035,WN,874,N325SW,36,PDX,LAS,762,3,8,37
5,6,2043,1950,WN,2039,N626SW,53,STL,SDF,254,4,8,48
3,4,1136,1015,WN,1574,N791SW,81,TPA,PHL,920,6,8,79
4,5,802,805,WN,2110,N222WN,-3,BWI,BNA,588,4,9,-24
3,4,1008,1005,WN,543,N736SA,3,ISP,MCO,972,5,6,-21
9,3,1907,1910,WN,1944,N447WN,-3,DEN,ABQ,349,4,10,-14
4,5,1713,1715,WN,581,N224WN,-2,DTW,MDW,229,4,11,-12
7,1,1322,1325,WN,543,N726SW,-3,MCO,FLL,178,4,7,-12
6,7,802,805,WN,3748,N337SW,-3,LIT,DAL,296,3,8,-7
9,3,1419,1420,WN,27,N514SW,-1,HOU,HRL,276,3,8,-6
6,7,742,740,WN,1481,N292WN,2,MSY,HOU,303,3,9,-5
7,1,1531,1525,WN,2529,N279WN,6,SAN,AUS,1164,5,11,-4
8,2,724,725,WN,11,N649SW,-1,MCI,DAL,461,3,7,-3
3,4,824,825,WN,498,N336SW,-1,SMF,ONT,389,4,9,-1
6,7,1105,1105,WN,1333,N652SW,0,OMA,MDW,423,4,15,-1
7,1,1528,1520,WN,2192,N332SW,8,SMF,LAS,397,6,7,3
4,5,1542,1540,WN,2113,N314SW,2,SAT,BNA,822,4,16,5
7,1,1835,1830,WN,49,N504SW,5,DAL,HOU,239,3,8,16
8,2,1739,1725,WN,39,N618WN,14,HOU,BNA,670,5,10,20
5,6,1625,1550,WN,33,N519SW,35,HOU,HRL,276,2,7,28
6,7,2221,2135,WN,1309,N390SW,46,PHX,SMF,647,4,11,43
4,5,1808,1730,WN,252,N641SW,38,SEA,OAK,671,9,14,46
6,7,1414,1300,WN,635,N423WN,74,SJC,SEA,697,4,6,53
4,5,700,655,WN,16,N675AA,5,BWI,HOU,1246,3,8,-25
5,6,1311,1315,WN,990,N292WN,-4,BUF,MCO,1011,5,8,-18
7,1,656,700,WN,1232,N623SW,-4,JAX,PHL,742,5,16,-16
8,2,1151,1150,WN,463,N365SW,1,LAX,PHX,370,2,7,-11
7,1,651,650,WN,96,N605SW,1,DEN,OAK,957,7,12,-10
6,7,1413,1415,WN,1417,N528SW,-2,HRL,AUS,273,4,7,-8
5,6,807,810,WN,573,N551WN,-3,BHM,DAL,587,7,9,-7
4,5,916,910,WN,2360,N494WN,6,DEN,SLC,391,7,12,-6
8,2,1253,1300,WN,401,N490WN,-7,MDW,MCO,989,5,17,-4
7,1,1255,1300,WN,1112,N239WN,-5,SAT,SAN,1129,2,11,-3
6,7,711,710,WN,496,N224WN,1,SAN,PHX,304,5,11,1
8,2,1635,1625,WN,964,N747SA,10,SMF,PHX,647,8,7,4
4,5,2017,2015,WN,1257,N507SW,2,HOU,MSY,303,3,11,6
3,4,1024,1015,WN,2354,N258WN,9,MCO,LAS,2039,7,14,6
4,5,1904,1850,WN,644,N475WN,14,TUS,SAN,367,4,6,15
6,7,1537,1505,WN,2720,N323SW,32,LAX,SMF,373,4,5,31
5,6,1839,1755,WN,490,N332SW,44,PIT,MDW,402,5,8,33
6,7,1101,1040,WN,3590,N336SW,21,OAK,SAN,446,4,18,34
3,4,830,730,WN,1035,N346SW,60,MDW,JAN,666,3,10,45
5,6,1921,1835,WN,419,N248WN,46,BNA,BDL,852,6,13,49
5,6,2150,1910,WN,1426,N718SW,160,OAK,DEN,957,6,6,133
5,6,828,830,WN,531,N676SW,-2,MCO,MDW,989,1,6,-11
8,2,1410,1415,WN,1082,N392SW,-5,MHT,PHL,290,4,12,-10
8,2,1029,1035,WN,574,N680AA,-6,LAS,TUL,1076,4,16,-4
5,6,903,900,WN,1574,N463WN,3,JAX,TPA,180,5,8,1
6,7,821,820,WN,658,N494WN,1,MCO,MDW,989,3,12,4
6,7,735,735,WN,3676,N525SW,0,MSY,BNA,471,5,8,5
4,5,657,655,WN,720,N247WN,2,OAK,SLC,588,3,37,11
7,1,1518,1505,WN,2720,N398SW,13,LAX,SMF,373,4,12,18
4,5,2117,2055,WN,181,N440LV,22,SMF,SAN,480,3,8,19
5,6,1729,1730,WN,3159,N777QC,-1,SNA,OAK,371,27,6,21
5,6,1652,1630,WN,41,N701GS,22,DAL,HOU,239,3,7,22
4,5,1616,1515,WN,316,N343SW,61,PHX,OMA,1037,3,12,61
3,4,2140,2035,WN,1113,N731SA,65,LAX,SJC,308,6,9,69
7,1,1823,1825,WN,1830,N236WN,-2,RSW,BWI,919,6,5,-15
4,5,929,935,WN,2177,N502SW,-6,STL,LIT,296,4,7,-14
6,7,855,900,WN,748,N400WN,-5,MDW,CMH,284,5,9,-9
8,2,1024,1025,WN,505,N733SA,-1,SMF,SAN,480,3,7,-8
7,1,1244,1245,WN,2293,N203WN,-1,TPA,FLL,197,5,9,-7
8,2,942,940,WN,1170,N635SW,2,HRL,SAT,233,3,6,-4
5,6,1317,1315,WN,956,N611SW,2,HOU,OKC,419,3,7,1
7,1,1039,1040,WN,2976,N551WN,-1,ABQ,PHX,328,6,6,3
7,1,648,645,WN,557,N902WN,3,SLC,DEN,391,6,27,9
3,4,1956,1945,WN,271,N512SW,11,MAF,DAL,319,2,12,11
4,5,612,615,WN,3569,N276WN,-3,BNA,RDU,443,6,38,31
3,4,1743,1650,WN,430,N328SW,53,OAK,PDX,543,4,15,51
6,7,2219,2120,WN,2816,N783SW,59,SAN,LAS,258,3,11,64
7,1,1220,1055,WN,1034,N759GS,85,PHX,IND,1489,10,24,80
6,7,1204,1205,WN,1679,N339SW,-1,DTW,STL,440,4,7,-17
7,1,1058,1055,WN,3070,N350SW,3,PDX,LAS,762,2,7,-16
6,7,1704,1635,WN,2795,N687SW,29,BWI,HOU,1246,4,10,-9
7,1,1354,1355,WN,1947,N217JC,-1,TPA,BWI,842,3,13,-2
3,4,1315,1300,WN,687,N663SW,15,MCO,AUS,993,5,11,0
8,2,2106,2050,WN,3155,N356SW,16,PDX,GEG,279,4,14,18
8,2,721,700,WN,474,N290WN,21,SEA,SMF,605,4,22,22
7,1,1410,1255,WN,1058,N449WN,75,PHX,BNA,1448,6,19,65
5,6,1224,1120,WN,1002,N457WN,64,SLC,RNO,422,5,21,69
5,6,1243,1015,WN,1597,N766SW,148,SAN,SFO,447,7,23,171
7,1,1921,1925,WN,231,N740SW,-4,ABQ,OAK,889,6,13,-5
9,3,933,935,WN,3845,N261WN,-2,HOU,STL,687,5,12,-5
8,2,644,645,WN,267,N757LV,-1,BWI,PVD,328,4,10,-5
6,7,1645,1645,WN,94,N432WN,0,PIT,LAS,1910,7,8,-4
5,6,1037,1030,WN,762,N736SA,7,LAS,MSY,1501,4,20,3
8,2,1645,1645,WN,764,N725SW,0,BHM,DAL,587,3,9,5
7,1,1213,1200,WN,24,N522SW,13,HOU,DAL,239,4,6,6
5,6,904,905,WN,469,N901WN,-1,LAX,SFO,337,4,13,20
7,1,2034,1955,WN,3228,N251WN,39,MDW,FLL,1166,3,12,36
5,6,1537,1445,WN,771,N298WN,52,LAX,MDW,1750,4,8,38
5,6,2115,2010,WN,125,N278WN,65,STL,MCO,880,10,8,59
3,4,1901,1600,WN,3587,N374SW,181,MDW,CLE,307,6,12,178
5,6,1511,1230,WN,585,N429WN,161,SAN,SFO,447,12,61,218
7,1,1951,1955,WN,335,N791SW,-4,IAD,TPA,810,5,9,-26
7,1,1810,1815,WN,2437,N246LV,-5,BNA,LAX,1797,5,12,-19
7,1,1050,1055,WN,129,N732SW,-5,MDW,CMH,284,3,9,-12
9,3,953,955,WN,1392,N474WN,-2,HOU,BNA,670,4,10,-8
5,6,715,715,WN,756,N446WN,0,STL,TPA,869,4,9,-7
4,5,657,700,WN,3310,N708SA,-3,BWI,ALB,288,3,9,-7
4,5,1723,1720,WN,373,N338SW,3,DAL,AUS,189,3,5,-5
7,1,859,900,WN,418,N204WN,-1,LAX,OAK,337,6,6,-3
3,4,834,830,WN,762,N295WN,4,OAK,LAS,407,4,18,0
7,1,1344,1340,WN,2472,N678AA,4,ONT,SJC,333,4,5,0
7,1,821,825,WN,2524,N288WN,-4,ELP,ABQ,223,7,11,4
3,4,1155,1145,WN,2032,N271WN,10,SJC,BUR,296,2,9,7
8,2,1226,1205,WN,675,N476WN,21,BWI,IND,515,6,7,7
6,7,650,650,WN,2121,N332SW,0,STL,LAS,1372,6,10,9
3,4,2113,2050,WN,1166,N351SW,23,LAS,SLC,368,3,14,23
8,2,1439,1440,WN,112,N501SW,-1,AUS,HOU,148,3,33,26
3,4,1734,1650,WN,23,N521SW,44,JAX,PHL,742,4,10,36
6,7,1501,1455,WN,3155,N227WN,6,MCI,LAX,1363,44,9,39
3,4,2156,2110,WN,1403,N258WN,46,LAS,PHX,256,5,9,43
5,6,1903,1800,WN,360,N767SW,63,ABQ,PDX,1111,4,11,53
9,3,2220,2115,WN,1830,N388SW,65,BWI,BUF,281,3,8,56
4,5,2330,2125,WN,2786,N227WN,125,MDW,BWI,611,4,7,110
8,2,1207,1205,WN,462,N343SW,2,PHL,FLL,992,3,12,-29
7,1,1906,1910,WN,2634,N252WN,-4,RDU,TPA,587,6,6,-16
4,5,1703,1700,WN,1502,N383SW,3,RDU,PHL,336,4,8,-14
8,2,702,700,WN,899,N473WN,2,PHX,BWI,1999,2,10,-12
7,1,632,630,WN,1683,N259WN,2,PIT,PHL,267,4,8,-12
9,3,743,745,WN,1235,N671SW,-2,DEN,SEA,1024,4,10,-11
4,5,628,630,WN,1835,N501SW,-2,DAL,STL,546,3,9,-7
4,5,1917,1910,WN,2634,N218WN,7,RDU,TPA,587,6,9,-7
5,6,1617,1610,WN,103,N464WN,7,MDW,BWI,611,3,7,-6
6,7,1113,1115,WN,768,N753SW,-2,MCO,PHL,861,5,10,-5
8,2,1856,1900,WN,303,N315SW,-4,LAX,OAK,337,4,10,0
6,7,628,625,WN,955,N333SW,3,MDW,IAD,577,5,10,1
5,6,1309,1310,WN,128,N462WN,-1,BWI,MHT,377,11,8,2
5,6,1057,1050,WN,855,N446WN,7,TPA,BDL,1111,4,9,2
6,7,920,850,WN,233,N641SW,30,LAS,AUS,1090,3,13,20
7,1,1810,1745,WN,2786,N663SW,25,DEN,MDW,895,4,16,22
7,1,1506,1430,WN,438,N629SW,36,DAL,LIT,296,4,9,33
3,4,1538,1445,WN,500,N799SW,53,LAS,ABQ,487,4,11,43
8,2,1506,1510,WN,3839,N219WN,-4,BNA,PHX,1448,6,7,-23
6,7,904,905,WN,2126,N789SW,-1,ABQ,BWI,1670,3,8,-21
7,1,1900,1905,WN,3223,N392SW,-5,FLL,PHL,992,5,20,-11
5,6,1154,1200,WN,2972,N302SW,-6,MCI,STL,237,4,9,-11
8,2,1114,1115,WN,788,N338SW,-1,HOU,MSY,303,3,5,-8
5,6,1326,1330,WN,856,N638SW,-4,STL,MDW,251,5,10,-8
8,2,2031,2030,WN,246,N428WN,1,OAK,SLC,588,3,14,-6
5,6,1024,1020,WN,595,N644SW,4,ABQ,TUS,321,3,9,-3
8,2,1051,1050,WN,773,N699SW,1,LAS,STL,1372,5,10,0
7,1,835,835,WN,1670,N606SW,0,LAS,ONT,197,14,8,1
4,5,659,650,WN,432,N622SW,9,DAL,MSY,437,3,7,3
8,2,1110,1110,WN,3423,N215WN,0,LAS,SAN,258,3,22,5
8,2,909,910,WN,1764,N772SW,-1,LAX,SJC,308,4,18,9
5,6,1801,1740,WN,854,N468WN,21,LAS,OAK,407,3,11,17
6,7,1801,1740,WN,870,N228WN,21,AUS,MDW,972,21,12,22
5,6,1412,1330,WN,554,N603SW,42,LAX,SLC,590,4,11,28
4,5,1802,1800,WN,829,N473WN,2,LAX,OAK,337,21,22,30
3,4,1611,1545,WN,1252,N324SW,26,SMF,BUR,358,2,13,37
3,4,824,735,WN,220,N275WN,49,MDW,SJC,1838,4,11,39
6,7,1854,1810,WN,2971,N465WN,44,SAN,OAK,446,6,6,40
5,6,926,920,WN,703,N405WN,6,LAS,SAN,258,3,19,42
5,6,2204,1930,WN,2732,N218WN,154,OAK,BUR,325,2,14,151
